Numero;Area;Idioma;Gabarito;sim_AB;sim_AC;sim_AD;sim_AE;sim_BC;sim_BD;sim_BE;sim_CD;sim_CE;sim_DE;sim_media;sim_maxima;par_mais_similar
27;Linguagens, Códigos e suas Tecnologias;;B;0.4404240846633911;0.5892749428749084;0.515516459941864;0.4204208254814148;0.41101759672164917;0.49401602149009705;0.6061053276062012;0.6739388108253479;0.30364230275154114;0.4289483428001404;0.4883304715156555;0.6739388108253479;CD
28;Linguagens, Códigos e suas Tecnologias;;E;0.3320547938346863;0.36717578768730164;0.28340601921081543;0.2815573811531067;0.6606012582778931;0.4889429807662964;0.3071233630180359;0.6146003007888794;0.23496860265731812;0.25682953000068665;0.38272600173950194;0.6606012582778931;BC
29;Linguagens, Códigos e suas Tecnologias;;B;0.45952942967414856;0.3071133494377136;0.2624804377555847;0.24139787256717682;0.393147349357605;0.5784980058670044;0.3242512345314026;0.3043362498283386;0.301822304725647;0.4125041961669922;0.35850804299116135;0.5784980058670044;BD
30;Linguagens, Códigos e suas Tecnologias;;A;0.2810206413269043;0.4292556345462799;0.37559622526168823;0.3856924772262573;0.4260461926460266;0.3782389163970947;0.19213207066059113;0.4354214072227478;0.3472771942615509;0.4274776875972748;0.36781584471464157;0.4354214072227478;CD
31;Linguagens, Códigos e suas Tecnologias;;D;0.5065944194793701;0.3654937148094177;0.6385179758071899;0.5040004253387451;0.46750617027282715;0.553514838218689;0.49260446429252625;0.4048283100128174;0.3345365524291992;0.5677415728569031;0.4835338443517685;0.6385179758071899;AD
32;Linguagens, Códigos e suas Tecnologias;;B;0.6290892362594604;0.47425413131713867;0.5419975519180298;0.576604962348938;0.21810217201709747;0.4121648967266083;0.5219122171401978;0.3388550579547882;0.2992990016937256;0.5593070983886719;0.4571586325764656;0.6290892362594604;AB
33;Linguagens, Códigos e suas Tecnologias;;C;0.22140544652938843;0.24484142661094666;0.22292596101760864;-0.04443911090493202;0.1276245266199112;0.2813689708709717;0.029041212052106857;0.06158236786723137;0.3619385361671448;0.0491519570350647;0.15554412938654422;0.3619385361671448;CE
34;Linguagens, Códigos e suas Tecnologias;;E;0.6309930086135864;0.5204784870147705;0.4890139698982239;0.549294114112854;0.44079163670539856;0.358211874961853;0.5344749689102173;0.501520037651062;0.4111175537109375;0.41980040073394775;0.4855696052312851;0.6309930086135864;AB
35;Linguagens, Códigos e suas Tecnologias;;B;0.3292728066444397;0.3717210590839386;0.40970224142074585;0.406311571598053;0.4234355092048645;0.3334060311317444;0.30857834219932556;0.31663569808006287;0.3240565061569214;0.37164202332496643;0.3594761788845062;0.4234355092048645;BC
36;Linguagens, Códigos e suas Tecnologias;;D;0.6715520024299622;0.4281806945800781;0.4198489487171173;0.23752102255821228;0.4293181002140045;0.37534114718437195;0.17476782202720642;0.15491251647472382;0.3545195758342743;0.44283172488212585;0.36887935549020767;0.6715520024299622;AB
37;Linguagens, Códigos e suas Tecnologias;;B;0.6668744087219238;0.5257219076156616;0.6819992065429688;0.5949575304985046;0.4767691493034363;0.6667335629463196;0.5640156269073486;0.6004053950309753;0.4567340016365051;0.6515989303588867;0.588580971956253;0.6819992065429688;AD
38;Linguagens, Códigos e suas Tecnologias;;D;0.4565843343734741;0.407992422580719;0.2086300551891327;0.38736462593078613;0.22691914439201355;0.35151565074920654;0.4511365592479706;0.22153688967227936;0.29880356788635254;0.42071112990379333;0.3431194379925728;0.4565843343734741;AB
39;Linguagens, Códigos e suas Tecnologias;;D;0.5617914199829102;0.1583745777606964;0.489067405462265;0.3954172134399414;0.2578183114528656;0.5721964836120605;0.4257500171661377;0.3211294412612915;0.39802268147468567;0.5190112590789795;0.40985788106918336;0.5721964836120605;BD
40;Linguagens, Códigos e suas Tecnologias;;D;0.19845320284366608;0.43258199095726013;0.32169976830482483;0.1900423765182495;0.2666967213153839;0.27544212341308594;0.3349607586860657;0.2802618741989136;0.22659891843795776;0.5130641460418701;0.3039801880717278;0.5130641460418701;DE
41;Linguagens, Códigos e suas Tecnologias;;D;0.10675996541976929;0.2636733055114746;0.25536492466926575;0.30943143367767334;0.3166309893131256;0.48257672786712646;0.23238825798034668;0.25791633129119873;0.1913135051727295;0.3570360243320465;0.27730914652347566;0.48257672786712646;BD
42;Linguagens, Códigos e suas Tecnologias;;C;0.2320614755153656;0.3040024936199188;0.40875694155693054;0.5261460542678833;0.4951576590538025;0.30539363622665405;0.3256843388080597;0.5139188766479492;0.5668787956237793;0.6216323971748352;0.4299632668495178;0.6216323971748352;DE
43;Linguagens, Códigos e suas Tecnologias;;E;0.02605467662215233;0.21125753223896027;0.24989944696426392;0.25384521484375;0.09316616505384445;0.26800116896629333;0.4706042408943176;0.2688848078250885;0.38900309801101685;0.522821843624115;0.2753538195043802;0.522821843624115;DE
44;Linguagens, Códigos e suas Tecnologias;;C;0.4419706463813782;0.39145156741142273;0.33545827865600586;0.43213513493537903;0.4902212619781494;0.42924144864082336;0.3844339847564697;0.49517738819122314;0.43420252203941345;0.39434629678726196;0.4228638529777527;0.49517738819122314;CD
45;Linguagens, Códigos e suas Tecnologias;;B;0.15139831602573395;0.23383121192455292;0.18772733211517334;0.2873757481575012;0.19890645146369934;0.4997100830078125;0.47445687651634216;0.17294766008853912;0.31543102860450745;0.18569454550743103;0.2707479253411293;0.4997100830078125;BD
46;Ciências Humanas e suas Tecnologias;;C;0.3310142755508423;0.5038448572158813;0.3998471796512604;0.4010651409626007;0.371706485748291;0.2905420660972595;0.22761741280555725;0.2936323285102844;0.34192463755607605;0.2532927989959717;0.3414487183094025;0.5038448572158813;AC
47;Ciências Humanas e suas Tecnologias;;A;0.3417883515357971;0.3447626233100891;0.3450435996055603;0.2979782819747925;0.28801608085632324;0.3535521626472473;0.3080577254295349;0.24919933080673218;0.42048466205596924;0.45204034447669983;0.3400923162698746;0.45204034447669983;DE
48;Ciências Humanas e suas Tecnologias;;E;0.4998955726623535;0.44942888617515564;0.3559192717075348;0.5835024118423462;0.5107574462890625;0.3536701500415802;0.4478537142276764;0.3793703019618988;0.4038420021533966;0.4721638560295105;0.4456403613090515;0.5835024118423462;AE
49;Ciências Humanas e suas Tecnologias;;D;0.5508620142936707;0.42438361048698425;0.3253048062324524;0.3356550335884094;0.42505383491516113;0.2660588324069977;0.27040302753448486;0.5322037935256958;0.34743940830230713;0.43177586793899536;0.39091402292251587;0.5508620142936707;AB
50;Ciências Humanas e suas Tecnologias;;B;0.4275822043418884;0.29115355014801025;0.6939122080802917;0.15746229887008667;0.3321329653263092;0.5315366983413696;0.4128393530845642;0.2886473536491394;0.30975139141082764;0.2819405496120453;0.37269585728645327;0.6939122080802917;AD
51;Ciências Humanas e suas Tecnologias;;A;0.35234689712524414;0.2653214931488037;0.22056762874126434;0.25421106815338135;0.36768537759780884;0.3425499200820923;0.4458739757537842;0.34344542026519775;0.40177565813064575;0.28539299964904785;0.32791704386472703;0.4458739757537842;BE
52;Ciências Humanas e suas Tecnologias;;D;0.3808177411556244;0.33656948804855347;0.25164341926574707;0.43116068840026855;0.4676509499549866;0.3737652003765106;0.23025615513324738;0.41527366638183594;0.21039876341819763;0.2324572205543518;0.33299932926893233;0.4676509499549866;BC
53;Ciências Humanas e suas Tecnologias;;B;0.5327297449111938;0.6728297472000122;0.5246990919113159;0.34855806827545166;0.7446646690368652;0.6679291129112244;0.3977228105068207;0.716926634311676;0.5206462740898132;0.44071000814437866;0.5567416161298752;0.7446646690368652;BC
54;Ciências Humanas e suas Tecnologias;;E;0.46346884965896606;0.24814781546592712;0.30529555678367615;0.3481266498565674;0.31625163555145264;0.34695547819137573;0.30683109164237976;0.16809290647506714;0.14390859007835388;0.5132226943969727;0.31603012681007386;0.5132226943969727;DE
55;Ciências Humanas e suas Tecnologias;;B;0.4456977844238281;0.4338471293449402;0.5151320695877075;0.49247169494628906;0.3395090699195862;0.4629555642604828;0.4574616849422455;0.36510342359542847;0.33230677247047424;0.5116881132125854;0.43561733067035674;0.5151320695877075;AD
56;Ciências Humanas e suas Tecnologias;;C;0.5976901650428772;0.36146223545074463;0.4454381465911865;0.25240951776504517;0.30069589614868164;0.33703896403312683;0.28382551670074463;0.6722838282585144;0.5976096987724304;0.47568991780281067;0.4324143886566162;0.6722838282585144;CD
57;Ciências Humanas e suas Tecnologias;;C;0.25798457860946655;0.48447009921073914;0.10853876173496246;0.458719938993454;0.36931416392326355;0.34267809987068176;0.40869054198265076;0.2800371050834656;0.4517918527126312;0.2605973482131958;0.34228224903345106;0.48447009921073914;AC
58;Ciências Humanas e suas Tecnologias;;E;0.6360477209091187;0.4104437828063965;0.3521641194820404;0.3943786025047302;0.348224401473999;0.4019486606121063;0.4891889691352844;0.49328652024269104;0.4820837378501892;0.42010003328323364;0.4427866548299789;0.6360477209091187;AB
59;Ciências Humanas e suas Tecnologias;;D;0.3566585183143616;0.31158721446990967;0.28371328115463257;0.3355962634086609;0.5006009340286255;0.564926028251648;0.3551187813282013;0.5761605501174927;0.4064987301826477;0.37130042910575867;0.40621607303619384;0.5761605501174927;CD
60;Ciências Humanas e suas Tecnologias;;A;0.4563361406326294;0.5190409421920776;0.5324652194976807;0.5142746567726135;0.3468477427959442;0.5418556928634644;0.6265085935592651;0.5530414581298828;0.6660091876983643;0.6421089172363281;0.539848855137825;0.6660091876983643;CE
61;Ciências Humanas e suas Tecnologias;;D;0.38108837604522705;0.19046220183372498;0.5177651047706604;0.28216850757598877;0.1734493374824524;0.5156161785125732;0.38051098585128784;0.1964372843503952;0.23500463366508484;0.49394410848617554;0.336644671857357;0.5177651047706604;AD
62;Ciências Humanas e suas Tecnologias;;B;0.27559125423431396;0.310139924287796;0.4645615220069885;0.3513360619544983;0.3613911271095276;0.6266913414001465;0.43527448177337646;0.570860743522644;0.2604491412639618;0.47185617685317993;0.41281517744064333;0.6266913414001465;BD
63;Ciências Humanas e suas Tecnologias;;A;0.2629573941230774;0.5377883911132812;0.5948445796966553;0.46543601155281067;0.2867882251739502;0.3125225901603699;0.3227630853652954;0.5446199178695679;0.4013109505176544;0.35208413004875183;0.4081115275621414;0.5948445796966553;AD
64;Ciências Humanas e suas Tecnologias;;E;0.28649717569351196;0.5602041482925415;0.44852113723754883;0.327600359916687;0.36658287048339844;0.3568418025970459;0.32270798087120056;0.551403284072876;0.5006017684936523;0.533124566078186;0.42540850937366487;0.5602041482925415;AC
65;Ciências Humanas e suas Tecnologias;;A;0.266213059425354;0.3738783597946167;0.38986936211586;0.4076622724533081;0.25367119908332825;0.26074135303497314;0.2828980088233948;0.40272533893585205;0.3705502152442932;0.2858724892139435;0.3294081658124924;0.4076622724533081;AE
66;Ciências Humanas e suas Tecnologias;;C;0.21964704990386963;0.4331204295158386;0.48423004150390625;0.4175328016281128;0.2110389769077301;0.26430660486221313;0.11678366363048553;0.43391287326812744;0.6073130369186401;0.3579288721084595;0.3545814350247383;0.6073130369186401;CE
67;Ciências Humanas e suas Tecnologias;;B;0.4054073095321655;0.23311537504196167;0.4611324071884155;0.27739161252975464;0.325191855430603;0.38260313868522644;0.4055018424987793;0.35928279161453247;0.5154181122779846;0.30827760696411133;0.36733220517635345;0.5154181122779846;CE
68;Ciências Humanas e suas Tecnologias;;C;0.1108626276254654;0.3052631914615631;0.20579057931900024;0.15650686621665955;0.31186074018478394;0.10698828846216202;0.2390379011631012;0.38100898265838623;0.4136642813682556;0.4427012801170349;0.26736847385764123;0.4427012801170349;DE
69;Ciências Humanas e suas Tecnologias;;A;0.30111104249954224;0.3137223720550537;0.5048548579216003;0.25955551862716675;0.21369555592536926;0.18294240534305573;0.2546868622303009;0.36010777950286865;0.5453119277954102;0.43247687816619873;0.33684652000665666;0.5453119277954102;CE
70;Ciências Humanas e suas Tecnologias;;D;0.4878893792629242;0.5239670872688293;0.5277283191680908;0.33174073696136475;0.3947140872478485;0.37467896938323975;0.28980642557144165;0.4196332097053528;0.2991393506526947;0.43238741159439087;0.4081684976816177;0.5277283191680908;AD
71;Ciências Humanas e suas Tecnologias;;C;0.4931761622428894;0.43682825565338135;0.5360480546951294;0.3908722996711731;0.41219550371170044;0.7000916004180908;0.35645046830177307;0.5549578070640564;0.504989504814148;0.36152195930480957;0.47471316158771515;0.7000916004180908;BD
72;Ciências Humanas e suas Tecnologias;;E;0.24753277003765106;0.2973899245262146;0.2309436798095703;0.38798296451568604;0.4790933132171631;0.41382482647895813;0.36334890127182007;0.36522915959358215;0.36099177598953247;0.5586767196655273;0.37050140351057054;0.5586767196655273;DE
73;Ciências Humanas e suas Tecnologias;;D;0.5924304723739624;0.3356918692588806;0.2801225781440735;0.4361574649810791;0.37047475576400757;0.42604073882102966;0.527965784072876;0.46149271726608276;0.3734374940395355;0.3282169997692108;0.4132030874490738;0.5924304723739624;AB
74;Ciências Humanas e suas Tecnologias;;E;0.4415055215358734;0.40010732412338257;0.5753386616706848;0.5289653539657593;0.22023117542266846;0.41591987013816833;0.48506367206573486;0.3270203173160553;0.3262529671192169;0.5996299982070923;0.4320034861564636;0.5996299982070923;DE
75;Ciências Humanas e suas Tecnologias;;B;0.5748374462127686;0.6199876070022583;0.4386123716831207;0.421126127243042;0.5881820917129517;0.43986794352531433;0.6040126085281372;0.5382589101791382;0.44157201051712036;0.5856666564941406;0.5252123773097992;0.6199876070022583;AC
76;Ciências Humanas e suas Tecnologias;;B;0.3560819625854492;0.2553338408470154;0.3982950448989868;0.42154210805892944;0.40809744596481323;0.5225996375083923;0.3948132395744324;0.31660255789756775;0.39286673069000244;0.4217991828918457;0.38880317509174345;0.5225996375083923;BD
77;Ciências Humanas e suas Tecnologias;;E;0.31467968225479126;0.26039063930511475;0.21950969099998474;0.4026130437850952;0.5046389102935791;0.6075603365898132;0.4493405222892761;0.574649453163147;0.5124160647392273;0.4626954197883606;0.4308493763208389;0.6075603365898132;BD
78;Ciências Humanas e suas Tecnologias;;B;0.4955027401447296;0.42447203397750854;0.4354837238788605;0.47177308797836304;0.3159670829772949;0.3752627968788147;0.4540725648403168;0.2690059244632721;0.556023120880127;0.17122788727283478;0.3968790963292122;0.556023120880127;CE
79;Ciências Humanas e suas Tecnologias;;A;0.07697062939405441;0.5515554547309875;0.1558486819267273;0.17189428210258484;0.2142406404018402;0.10701699554920197;0.17427432537078857;0.20150014758110046;0.07297628372907639;0.12255343794822693;0.18488308787345886;0.5515554547309875;AC
80;Ciências Humanas e suas Tecnologias;;C;0.3721766471862793;0.36503368616104126;0.5029487013816833;0.5119205713272095;0.34070664644241333;0.3355042338371277;0.46867188811302185;0.6347097158432007;0.3768269717693329;0.61356520652771;0.452206426858902;0.6347097158432007;CD
81;Ciências Humanas e suas Tecnologias;;E;0.36615878343582153;0.3391890823841095;0.39033374190330505;0.3897428512573242;0.4310985207557678;0.5359388589859009;0.2684091031551361;0.5036651492118835;0.2964906692504883;0.3562246561050415;0.38772514164447786;0.5359388589859009;BD
82;Ciências Humanas e suas Tecnologias;;C;0.2440662533044815;0.29362931847572327;0.4754737615585327;0.2645326256752014;0.4082672595977783;0.3883648216724396;0.601584792137146;0.39932775497436523;0.3384726941585541;0.44554057717323303;0.3859259858727455;0.601584792137146;BE
83;Ciências Humanas e suas Tecnologias;;E;0.5413633584976196;0.19061651825904846;0.4989908039569855;0.21276408433914185;0.18819843232631683;0.4311450123786926;0.10193753242492676;0.30004942417144775;0.24694326519966125;0.2429848462343216;0.2954993277788162;0.5413633584976196;AB
84;Ciências Humanas e suas Tecnologias;;A;0.4707588851451874;0.4901202917098999;0.6545560359954834;0.4930103123188019;0.4248221516609192;0.49667888879776;0.41771605610847473;0.5194438099861145;0.38495689630508423;0.38612818717956543;0.47381915152072906;0.6545560359954834;AD
85;Ciências Humanas e suas Tecnologias;;B;0.45931512117385864;0.3201811909675598;0.33512669801712036;0.5046741962432861;0.28516072034835815;0.361981600522995;0.6033077239990234;0.5274237394332886;0.47470536828041077;0.3027079403400421;0.4174584299325943;0.6033077239990234;BE
86;Ciências Humanas e suas Tecnologias;;C;0.2325659990310669;0.3176151514053345;0.4662509560585022;0.3748621940612793;0.2525452971458435;0.24541950225830078;0.2687608003616333;0.38439086079597473;0.2918816804885864;0.538684606552124;0.3372977048158646;0.538684606552124;DE
87;Ciências Humanas e suas Tecnologias;;D;0.30208051204681396;0.41939249634742737;0.5105622410774231;0.4445328116416931;0.3812772333621979;0.3549545407295227;0.35594433546066284;0.623503565788269;0.36218515038490295;0.44081392884254456;0.41952468156814576;0.623503565788269;CD
88;Ciências Humanas e suas Tecnologias;;D;0.3145066499710083;0.3860750198364258;0.36641642451286316;0.40159255266189575;0.489729642868042;0.48360002040863037;0.5157414674758911;0.5556164979934692;0.5013546943664551;0.538345217704773;0.45529781877994535;0.5556164979934692;CD
89;Ciências Humanas e suas Tecnologias;;A;0.2947764992713928;0.4540124833583832;0.4505278468132019;0.5161073207855225;0.23064737021923065;0.45379772782325745;0.20826104283332825;0.3889830708503723;0.3268890380859375;0.3355861306190491;0.36595885306596754;0.5161073207855225;AE
90;Ciências Humanas e suas Tecnologias;;D;0.26757436990737915;0.39738351106643677;0.42214852571487427;0.28186559677124023;0.252416729927063;0.4472317397594452;0.4727681577205658;0.5334295034408569;0.3213875889778137;0.4085308909416199;0.3804736614227295;0.5334295034408569;CD
91;Ciências da Natureza e suas Tecnologias;;B;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;1.000000238418579;AB
92;Ciências da Natureza e suas Tecnologias;;B;0.8261644840240479;0.8011211156845093;0.7693871259689331;0.7944977283477783;0.7855558395385742;0.7350479364395142;0.7274608612060547;0.7694433927536011;0.7416715025901794;0.7553086876869202;0.7705658674240112;0.8261644840240479;AB
93;Ciências da Natureza e suas Tecnologias;;C;0.7916801571846008;0.6580407619476318;0.6571595668792725;0.6615996956825256;0.6434248685836792;0.6228190064430237;0.6898972988128662;0.8617701530456543;0.6858468055725098;0.6788215041160583;0.6951059818267822;0.8617701530456543;CD
94;Ciências da Natureza e suas Tecnologias;;E;0.6782978177070618;0.6695808172225952;0.7868334054946899;0.6044858694076538;0.6944972276687622;0.7333970069885254;0.7138720750808716;0.7422584891319275;0.6753698587417603;0.7112789154052734;0.7009871482849122;0.7868334054946899;AD
95;Ciências da Natureza e suas Tecnologias;;D;0.8145962953567505;0.8246039152145386;0.8933190703392029;0.8678496479988098;0.8730301260948181;0.8767397403717041;0.8068145513534546;0.8258816003799438;0.810757577419281;0.8885695338249207;0.8482162058353424;0.8933190703392029;AD
96;Ciências da Natureza e suas Tecnologias;;B;0.5552335977554321;0.740291953086853;0.4978277087211609;0.5953431129455566;0.6401593685150146;0.7480114698410034;0.5863621234893799;0.565997838973999;0.6977701783180237;0.662895679473877;0.62898930311203;0.7480114698410034;BD
97;Ciências da Natureza e suas Tecnologias;;B;0.46905317902565;0.5377152562141418;0.5525965690612793;0.41200119256973267;0.4134063124656677;0.41001537442207336;0.41965043544769287;0.47252440452575684;0.3944481611251831;0.42323920130729675;0.45046500861644745;0.5525965690612793;AD
