Numero;Area;Idioma;Gabarito;sim_AB;sim_AC;sim_AD;sim_AE;sim_BC;sim_BD;sim_BE;sim_CD;sim_CE;sim_DE;tem_alternativa_imagem;sim_media;sim_maxima;par_mais_similar
22;Linguagens, Códigos e suas Tecnologias;;C;0.3550770878791809;0.36335286498069763;0.15285667777061462;0.384611576795578;0.42350366711616516;0.22310268878936768;0.4661802053451538;0.43122467398643494;0.2822524309158325;0.15978580713272095;;0.32419476807117464;0.4661802053451538;BE
23;Linguagens, Códigos e suas Tecnologias;;B;0.44042378664016724;0.5892747640609741;0.5155165195465088;0.42042097449302673;0.41101765632629395;0.49401581287384033;0.6061050295829773;0.6739392280578613;0.3036426305770874;0.42894864082336426;;0.4883305042982101;0.6739392280578613;CD
24;Linguagens, Códigos e suas Tecnologias;;E;0.3320547938346863;0.3671761751174927;0.2834058403968811;0.28155767917633057;0.6606009602546692;0.48894307017326355;0.3071245551109314;0.6146000623703003;0.23496946692466736;0.25683003664016724;;0.382726263999939;0.6606009602546692;BC
25;Linguagens, Códigos e suas Tecnologias;;D;0.19845342636108398;0.4325820207595825;0.32170015573501587;0.19004254043102264;0.2666970491409302;0.2754422426223755;0.33496159315109253;0.28026190400123596;0.22659938037395477;0.5130642652511597;;0.30398045778274535;0.5130642652511597;DE
26;Linguagens, Códigos e suas Tecnologias;;D;0.10675987601280212;0.26367345452308655;0.2553654611110687;0.3094315230846405;0.3166310489177704;0.482576847076416;0.2323882281780243;0.25791656970977783;0.19131362438201904;0.3570362329483032;;0.27730928659439086;0.482576847076416;BD
27;Linguagens, Códigos e suas Tecnologias;;C;0.23206187784671783;0.304002583026886;0.40875673294067383;0.5261467695236206;0.49515825510025024;0.30539417266845703;0.3256847560405731;0.5139191150665283;0.566878616809845;0.621631920337677;;0.4299634799361229;0.621631920337677;DE
28;Linguagens, Códigos e suas Tecnologias;;A;0.2810206413269043;0.4292560815811157;0.3755961060523987;0.3856929540634155;0.42604634165763855;0.37823930382728577;0.19213199615478516;0.43542155623435974;0.3472774624824524;0.4274778366088867;;0.36781602799892427;0.43542155623435974;CD
29;Linguagens, Códigos e suas Tecnologias;;D;0.5065944194793701;0.36549365520477295;0.6385179758071899;0.5040003657341003;0.467506468296051;0.5535149574279785;0.49260473251342773;0.40482789278030396;0.3345364034175873;0.5677412748336792;;0.4835338145494461;0.6385179758071899;AD
30;Linguagens, Códigos e suas Tecnologias;;B;0.4595297574996948;0.3071132302284241;0.2624807357788086;0.2413979172706604;0.39314770698547363;0.5784976482391357;0.3242509365081787;0.30433642864227295;0.3018225431442261;0.41250431537628174;;0.3585081219673157;0.5784976482391357;BD
31;Linguagens, Códigos e suas Tecnologias;;B;0.48122912645339966;0.5361078977584839;0.3864911198616028;0.4650002419948578;0.500874400138855;0.5635241270065308;0.6412754654884338;0.4808570146560669;0.6565355062484741;0.5605105757713318;;0.5272405475378037;0.6565355062484741;CE
32;Linguagens, Códigos e suas Tecnologias;;D;0.6966073513031006;0.671456515789032;0.5362168550491333;0.5224357843399048;0.6949937343597412;0.7248475551605225;0.659210205078125;0.6201695203781128;0.7267402410507202;0.7456827163696289;;0.6598360478878021;0.7456827163696289;DE
33;Linguagens, Códigos e suas Tecnologias;;E;0.40246129035949707;0.5176641941070557;0.48587244749069214;0.3999101519584656;0.5973702669143677;0.732459545135498;0.5516999363899231;0.6914423704147339;0.5646203756332397;0.583097517490387;;0.552659809589386;0.732459545135498;BD
34;Linguagens, Códigos e suas Tecnologias;;D;0.62908935546875;0.474254310131073;0.5419975519180298;0.5766050815582275;0.21810224652290344;0.41216540336608887;0.5219127535820007;0.3388547897338867;0.2992989420890808;0.5593074560165405;;0.45715878903865814;0.62908935546875;AB
35;Linguagens, Códigos e suas Tecnologias;;D;0.22140555083751678;0.2448420524597168;0.22292619943618774;-0.04443885758519173;0.12762467563152313;0.2813691198825836;0.029041284695267677;0.06158287823200226;0.36193907260894775;0.04915261268615723;;0.15554445888847113;0.36193907260894775;CE
36;Linguagens, Códigos e suas Tecnologias;;E;0.6309934258460999;0.5204787850379944;0.48901423811912537;0.549294650554657;0.4407917857170105;0.35821181535720825;0.5344757437705994;0.5015198588371277;0.4111180305480957;0.41980066895484924;;0.4855699002742767;0.6309934258460999;AB
37;Linguagens, Códigos e suas Tecnologias;;B;0.518528401851654;0.4721124768257141;0.41748595237731934;0.24939368665218353;0.5780578255653381;0.5147013068199158;0.35014796257019043;0.43789297342300415;0.3785916566848755;0.42154595255851746;;0.43384581953287127;0.5780578255653381;BC
38;Linguagens, Códigos e suas Tecnologias;;D;0.44692304730415344;0.4971599578857422;0.5671588778495789;0.22546042501926422;0.47552692890167236;0.5271138548851013;0.22299011051654816;0.48083731532096863;0.24563416838645935;0.408174991607666;;0.40969796776771544;0.5671588778495789;AD
39;Linguagens, Códigos e suas Tecnologias;;C;0.34917905926704407;0.3680393099784851;0.37748628854751587;0.3575179874897003;0.45475393533706665;0.40728890895843506;0.5348182320594788;0.5033321976661682;0.4774540066719055;0.5120490789413452;;0.43419190049171447;0.5348182320594788;BE
40;Linguagens, Códigos e suas Tecnologias;;E;0.5112178325653076;0.32372403144836426;0.3903326094150543;0.22792217135429382;0.1718742698431015;0.4628047049045563;0.2740204930305481;0.2385902851819992;0.20699572563171387;0.35353848338127136;;0.316102060675621;0.5112178325653076;AB
41;Linguagens, Códigos e suas Tecnologias;;C;0.27097344398498535;0.355114221572876;0.35730135440826416;0.3341576159000397;0.2557453513145447;0.2636455297470093;0.4647296369075775;0.45429205894470215;0.39818263053894043;0.3872612416744232;;0.35414030849933625;0.4647296369075775;BE
42;Linguagens, Códigos e suas Tecnologias;;E;0.24004054069519043;0.5880579948425293;0.40275079011917114;0.5664529204368591;0.3995172083377838;0.44631606340408325;0.42975881695747375;0.509028971195221;0.5617330074310303;0.5159843564033508;;0.4659640669822693;0.5880579948425293;AC
43;Linguagens, Códigos e suas Tecnologias;;D;0.43432918190956116;0.5233675241470337;0.4846654236316681;0.3097231984138489;0.46710050106048584;0.4121343493461609;0.5036636590957642;0.6419894099235535;0.3519269824028015;0.32638606429100037;;0.4455286294221878;0.6419894099235535;CD
44;Linguagens, Códigos e suas Tecnologias;;D;0.21077854931354523;0.5554748773574829;0.32762473821640015;0.19730885326862335;0.29044216871261597;0.573498010635376;0.5042696595191956;0.31247368454933167;0.3186582326889038;0.530807375907898;;0.38213361501693727;0.573498010635376;BD
45;Linguagens, Códigos e suas Tecnologias;;C;0.41237854957580566;0.44828885793685913;0.4644235372543335;0.1927904635667801;0.3696993589401245;0.31248483061790466;0.2735685110092163;0.4603743851184845;0.45786231756210327;0.3537580370903015;;0.3745628848671913;0.4644235372543335;AD
46;Ciências Humanas e suas Tecnologias;;D;0.3145069479942322;0.38607561588287354;0.3664168119430542;0.40159305930137634;0.48973023891448975;0.4836002290248871;0.5157418847084045;0.5556168556213379;0.5013552308082581;0.5383456349372864;;0.45529825091362;0.5556168556213379;CD
47;Ciências Humanas e suas Tecnologias;;A;0.2947764992713928;0.4540126621723175;0.4505278170108795;0.5161073803901672;0.23064768314361572;0.4537981450557709;0.20826102793216705;0.38898319005966187;0.3268889784812927;0.33558622002601624;;0.3659589603543282;0.5161073803901672;AE
48;Ciências Humanas e suas Tecnologias;;D;0.2675744593143463;0.39738357067108154;0.42214906215667725;0.281866192817688;0.2524166703224182;0.44723182916641235;0.4727684259414673;0.5334296822547913;0.32138791680336;0.40853115916252136;;0.38047389686107635;0.5334296822547913;CD
49;Ciências Humanas e suas Tecnologias;;C;0.47075921297073364;0.4901202917098999;0.654556393623352;0.4930104911327362;0.42482176423072815;0.4966788589954376;0.4177161753177643;0.5194429755210876;0.3849567174911499;0.38612818717956543;;0.4738191068172455;0.654556393623352;AD
50;Ciências Humanas e suas Tecnologias;;B;0.4593154191970825;0.32018139958381653;0.33512672781944275;0.5046740174293518;0.28516095876693726;0.3619817793369293;0.6033082604408264;0.5274237394332886;0.4747048616409302;0.30270805954933167;;0.4174585223197937;0.6033082604408264;BE
51;Ciências Humanas e suas Tecnologias;;C;0.23256570100784302;0.31761434674263;0.4662511646747589;0.3748626112937927;0.2525448203086853;0.24541927874088287;0.2687603533267975;0.3843905031681061;0.2918820083141327;0.5386847853660583;;0.3372975572943687;0.5386847853660583;DE
52;Ciências Humanas e suas Tecnologias;;D;0.3020806312561035;0.4193926453590393;0.5105621814727783;0.4445332884788513;0.38127708435058594;0.35495489835739136;0.3559443950653076;0.6235035061836243;0.3621853291988373;0.4408144950866699;;0.4195248454809189;0.6235035061836243;CD
53;Ciências Humanas e suas Tecnologias;;C;0.3721770942211151;0.36503344774246216;0.5029481649398804;0.5119202136993408;0.34070777893066406;0.3355051279067993;0.46867257356643677;0.6347095370292664;0.37682783603668213;0.6135655045509338;;0.4522067278623581;0.6347095370292664;CD
54;Ciências Humanas e suas Tecnologias;;E;0.36615830659866333;0.33918920159339905;0.39033377170562744;0.38974279165267944;0.43109843134880066;0.5359383821487427;0.2684088349342346;0.5036650896072388;0.2964904308319092;0.3562243580818176;;0.3877249598503113;0.5359383821487427;BD
55;Ciências Humanas e suas Tecnologias;;C;0.24406620860099792;0.29362964630126953;0.4754738211631775;0.26453280448913574;0.40826717019081116;0.38836467266082764;0.6015852689743042;0.3993280231952667;0.33847248554229736;0.4455403983592987;;0.38592604994773866;0.6015852689743042;BE
56;Ciências Humanas e suas Tecnologias;;E;0.5413633584976196;0.19061662256717682;0.49899086356163025;0.21276409924030304;0.18819864094257355;0.43114572763442993;0.10193736851215363;0.3000495135784149;0.2469429075717926;0.24298469722270966;;0.2954993799328804;0.5413633584976196;AB
57;Ciências Humanas e suas Tecnologias;;D;0.5924307107925415;0.33569207787513733;0.28012263774871826;0.43615758419036865;0.3704748749732971;0.4260406494140625;0.5279658436775208;0.46149271726608276;0.373437762260437;0.3282167315483093;;0.41320315897464754;0.5924307107925415;AB
58;Ciências Humanas e suas Tecnologias;;E;0.44150614738464355;0.40010762214660645;0.5753388404846191;0.5289657115936279;0.22023169696331024;0.41591960191726685;0.485064297914505;0.32702019810676575;0.32625335454940796;0.5996301174163818;;0.43200375884771347;0.5996301174163818;DE
59;Ciências Humanas e suas Tecnologias;;B;0.5748372077941895;0.6199878454208374;0.43861278891563416;0.42112600803375244;0.5881819128990173;0.43986815214157104;0.6040126085281372;0.5382592082023621;0.44157183170318604;0.5856670141220093;;0.5252124577760696;0.6199878454208374;AC
60;Ciências Humanas e suas Tecnologias;;B;0.35608184337615967;0.25533321499824524;0.39829444885253906;0.421542227268219;0.4080972671508789;0.5225996971130371;0.39481320977211;0.3166026473045349;0.3928668200969696;0.4217991232872009;;0.38880304992198944;0.5225996971130371;BD
61;Ciências Humanas e suas Tecnologias;;B;0.5327305197715759;0.6728295087814331;0.5246995091438293;0.3485581874847412;0.744665265083313;0.6679288744926453;0.39772310853004456;0.7169265151023865;0.5206469297409058;0.44071054458618164;;0.5567418962717057;0.744665265083313;BC
62;Ciências Humanas e suas Tecnologias;;E;0.46346908807754517;0.24814848601818085;0.30529606342315674;0.34812700748443604;0.31625229120254517;0.34695619344711304;0.30683115124702454;0.16809314489364624;0.14390906691551208;0.51322340965271;;0.31603059023618696;0.51322340965271;DE
63;Ciências Humanas e suas Tecnologias;;B;0.4456981122493744;0.43384745717048645;0.5151328444480896;0.4924725294113159;0.33950936794281006;0.4629563093185425;0.45746248960494995;0.3651037812232971;0.33230721950531006;0.5116891860961914;;0.4356179296970367;0.5151328444480896;AD
64;Ciências Humanas e suas Tecnologias;;C;0.5976905822753906;0.3614625632762909;0.4454384744167328;0.25240975618362427;0.3006960153579712;0.33703914284706116;0.2838255763053894;0.6722836494445801;0.5976096391677856;0.4756897985935211;;0.4324145197868347;0.6722836494445801;CD
65;Ciências Humanas e suas Tecnologias;;D;0.5508621335029602;0.4243839383125305;0.3253050148487091;0.33565521240234375;0.42505425214767456;0.2660590410232544;0.2704034447669983;0.5322041511535645;0.3474399447441101;0.43177589774131775;;0.3909143030643463;0.5508621335029602;AB
66;Ciências Humanas e suas Tecnologias;;B;0.4275818467140198;0.29115328192710876;0.6939111351966858;0.15746229887008667;0.33213260769844055;0.5315364599227905;0.41283947229385376;0.28864699602127075;0.3097512125968933;0.28194087743759155;;0.37269561886787417;0.6939111351966858;AD
67;Ciências Humanas e suas Tecnologias;;A;0.3523469865322113;0.26532182097435;0.2205677032470703;0.2542113661766052;0.36768588423728943;0.3425498902797699;0.44587424397468567;0.34344545006752014;0.40177589654922485;0.28539273142814636;;0.32791719734668734;0.44587424397468567;BE
68;Ciências Humanas e suas Tecnologias;;D;0.380817711353302;0.336569607257843;0.25164324045181274;0.43116068840026855;0.4676510691642761;0.37376493215560913;0.2302560806274414;0.4152734875679016;0.21039891242980957;0.23245735466480255;;0.3329993084073067;0.4676510691642761;BC
69;Ciências Humanas e suas Tecnologias;;A;0.2662138044834137;0.3738790452480316;0.3898693323135376;0.407662570476532;0.2536713778972626;0.260741651058197;0.2828984260559082;0.40272581577301025;0.37055087089538574;0.2858729362487793;;0.3294085830450058;0.407662570476532;AE
70;Ciências Humanas e suas Tecnologias;;C;0.2196468710899353;0.4331206679344177;0.4842301905155182;0.4175329804420471;0.2110394537448883;0.2643071413040161;0.11678394675254822;0.4339139461517334;0.6073132753372192;0.3579295873641968;;0.354581806063652;0.6073132753372192;CE
71;Ciências Humanas e suas Tecnologias;;B;0.40540724992752075;0.2331152707338333;0.4611320495605469;0.277391254901886;0.3251916170120239;0.3826029300689697;0.4055018424987793;0.3592820465564728;0.5154178142547607;0.30827751755714417;;0.36733195930719376;0.5154178142547607;CE
72;Ciências Humanas e suas Tecnologias;;C;0.11086329072713852;0.30526331067085266;0.20579074323177338;0.15650665760040283;0.31186097860336304;0.10698887705802917;0.239038348197937;0.3810097575187683;0.4136641025543213;0.4427013695240021;;0.2673687435686588;0.4427013695240021;DE
73;Ciências Humanas e suas Tecnologias;;A;0.30111223459243774;0.3137226998806;0.5048546195030212;0.2595559358596802;0.21369639039039612;0.1829429566860199;0.25468710064888;0.36010807752609253;0.5453125238418579;0.43247711658477783;;0.33684696555137633;0.5453125238418579;CE
74;Ciências Humanas e suas Tecnologias;;D;0.4878891110420227;0.5239672064781189;0.527728259563446;0.33174118399620056;0.3947144150733948;0.3746788203716278;0.28980669379234314;0.4196336567401886;0.29913967847824097;0.4323880076408386;;0.4081687033176422;0.527728259563446;AD
75;Ciências Humanas e suas Tecnologias;;C;0.49317634105682373;0.4368284344673157;0.536048173904419;0.3908727169036865;0.41219624876976013;0.7000916600227356;0.35645145177841187;0.5549581050872803;0.5049898028373718;0.3615225553512573;;0.4747135490179062;0.7000916600227356;BD
76;Ciências Humanas e suas Tecnologias;;E;0.24753235280513763;0.2973897457122803;0.2309434413909912;0.38798245787620544;0.4790934920310974;0.41382497549057007;0.36334913969039917;0.3652292788028717;0.36099207401275635;0.5586767196655273;;0.37050136774778364;0.5586767196655273;DE
77;Ciências Humanas e suas Tecnologias;;B;0.49550288915634155;0.42447200417518616;0.43548375368118286;0.4717731475830078;0.315967321395874;0.37526315450668335;0.454073041677475;0.2690061330795288;0.5560235977172852;0.17122873663902283;;0.39687937796115874;0.5560235977172852;CE
78;Ciências Humanas e suas Tecnologias;;E;0.3146793842315674;0.26039060950279236;0.21950922906398773;0.4026128053665161;0.5046391487121582;0.6075601577758789;0.4493401348590851;0.5746495723724365;0.5124161839485168;0.4626953601837158;;0.4308492586016655;0.6075601577758789;BD
79;Ciências Humanas e suas Tecnologias;;A;0.07697056978940964;0.5515556335449219;0.1558486968278885;0.17189458012580872;0.21424058079719543;0.1070171669125557;0.17427437007427216;0.2015000283718109;0.07297620922327042;0.12255339324474335;;0.18488312289118766;0.5515556335449219;AC
80;Ciências Humanas e suas Tecnologias;;D;0.38108789920806885;0.19046281278133392;0.5177648663520813;0.2821682393550873;0.17344960570335388;0.5156155228614807;0.38051044940948486;0.19643723964691162;0.2350044846534729;0.4939437806606293;;0.33664449006319047;0.5177648663520813;AD
81;Ciências Humanas e suas Tecnologias;;B;0.27559107542037964;0.31013941764831543;0.4645613133907318;0.3513363301753998;0.36139118671417236;0.6266911029815674;0.43527474999427795;0.5708615779876709;0.26044970750808716;0.47185683250427246;;0.4128153294324875;0.6266911029815674;BD
82;Ciências Humanas e suas Tecnologias;;E;0.26295772194862366;0.5377885103225708;0.5948449373245239;0.46543610095977783;0.2867890000343323;0.31252288818359375;0.3227637708187103;0.5446196794509888;0.4013111889362335;0.3520841598510742;;0.4081117957830429;0.5948449373245239;AD
83;Ciências Humanas e suas Tecnologias;;E;0.2864970564842224;0.5602042078971863;0.4485208988189697;0.3276004195213318;0.3665829598903656;0.35684195160865784;0.3227083384990692;0.5514031648635864;0.5006019473075867;0.5331250429153442;;0.42540859878063203;0.5602042078971863;AC
84;Ciências Humanas e suas Tecnologias;;C;0.3310144245624542;0.5038453340530396;0.39984703063964844;0.4010651111602783;0.3717067241668701;0.29054224491119385;0.227617546916008;0.29363250732421875;0.34192419052124023;0.2532927095890045;;0.3414487823843956;0.5038453340530396;AC
85;Ciências Humanas e suas Tecnologias;;A;0.3417884409427643;0.34476274251937866;0.34504348039627075;0.2979782223701477;0.2880156636238098;0.35355234146118164;0.3080575168132782;0.24919909238815308;0.42048442363739014;0.4520401060581207;;0.3400922030210495;0.4520401060581207;DE
86;Ciências Humanas e suas Tecnologias;;E;0.49989575147628784;0.4494287967681885;0.35591936111450195;0.5835027098655701;0.5107572674751282;0.3536704182624817;0.44785410165786743;0.3793702721595764;0.40384215116500854;0.47216394543647766;;0.4456404775381088;0.5835027098655701;AE
87;Ciências Humanas e suas Tecnologias;;C;0.25798457860946655;0.4844706058502197;0.10853897035121918;0.4587200880050659;0.36931419372558594;0.3426780104637146;0.4086904525756836;0.28003695607185364;0.4517920911312103;0.2605975866317749;;0.3422823533415794;0.4844706058502197;AC
88;Ciências Humanas e suas Tecnologias;;E;0.6360480189323425;0.41044408082962036;0.35216420888900757;0.3943791687488556;0.3482242226600647;0.40194863080978394;0.48918911814689636;0.49328601360321045;0.4820842146873474;0.4200998842716217;;0.44278675615787505;0.6360480189323425;AB
89;Ciências Humanas e suas Tecnologias;;D;0.35665836930274963;0.3115876019001007;0.2837129235267639;0.33559632301330566;0.5006012320518494;0.5649266839027405;0.35511893033981323;0.5761609077453613;0.4064989387989044;0.3713005483150482;;0.4062162458896637;0.5761609077453613;CD
90;Ciências Humanas e suas Tecnologias;;A;0.45633646845817566;0.5190411806106567;0.5324653387069702;0.5142748355865479;0.3468485474586487;0.5418559312820435;0.6265082955360413;0.5530418157577515;0.6660094857215881;0.6421087384223938;;0.5398490637540817;0.6660094857215881;CE
91;Ciências da Natureza e suas Tecnologias;;C;0.27563929557800293;0.3946949541568756;0.1797698736190796;0.28830286860466003;0.465717613697052;0.3946564197540283;0.43901872634887695;0.3966110050678253;0.5591223239898682;0.32582956552505493;;0.3719362646341324;0.5591223239898682;CE
92;Ciências da Natureza e suas Tecnologias;;A;0.452942430973053;0.6329066753387451;0.5294402837753296;0.6544671654701233;0.3932465612888336;0.3978607952594757;0.3898145258426666;0.6568014621734619;0.63643479347229;0.6328151226043701;;0.5376729816198349;0.6568014621734619;CD
93;Ciências da Natureza e suas Tecnologias;;E;0.4583084285259247;0.45031049847602844;0.2922525703907013;0.36568373441696167;0.543540358543396;0.18148404359817505;0.11585289984941483;0.12248168885707855;0.2708517014980316;0.3898613154888153;;0.31906272396445273;0.543540358543396;BC
94;Ciências da Natureza e suas Tecnologias;;D;0.6130057573318481;0.5427181720733643;0.5473943948745728;0.5894957780838013;0.7077749967575073;0.6100019216537476;0.5164696574211121;0.7391746044158936;0.549170970916748;0.6903313398361206;;0.6105537593364716;0.7391746044158936;CD
95;Ciências da Natureza e suas Tecnologias;;A;0.8065602779388428;0.7822788953781128;0.8091164231300354;0.793799877166748;0.8003162145614624;0.7826483249664307;0.8492581844329834;0.8430771231651306;0.8084436655044556;0.7579112648963928;;0.8033410251140595;0.8492581844329834;BE
96;Ciências da Natureza e suas Tecnologias;;A;0.436690092086792;0.21721026301383972;0.2905656695365906;0.3672075867652893;0.45317211747169495;0.31200218200683594;0.5393393039703369;0.2594950795173645;0.37505823373794556;0.4521180987358093;;0.3702858626842499;0.5393393039703369;BE
